src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.100.118,192.168.100.1,36713,53,17,2018-09-14 18:46:57,371541.0,613.6604035624601,5.38298599616193,2.691492998080965,2.691492998080965,1,1,82,146,82.0,82.0,82.0,0.0,146.0,146.0,146.0,0.0,146,82,114.0,32.0,1024.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,114.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,146.0,0,1,1,82,146
192.168.100.118,80.211.195.36,33901,123,17,2018-09-14 18:46:58,6005.0,29975.020815986678,333.05578684429645,166.52789342214822,166.52789342214822,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,192.168.100.1,57119,53,17,2018-09-14 18:46:58,34487.0,6350.2189230724625,57.99286687737409,28.996433438687045,28.996433438687045,1,1,82,137,82.0,82.0,82.0,0.0,137.0,137.0,137.0,0.0,137,82,109.5,27.5,756.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,109.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,137.0,0,1,1,82,137
192.168.100.118,192.168.100.1,56587,53,17,2018-09-14 18:46:58,45730.0,4985.786136015745,43.73496610540127,21.867483052700635,21.867483052700635,1,1,82,146,82.0,82.0,82.0,0.0,146.0,146.0,146.0,0.0,146,82,114.0,32.0,1024.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,114.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,146.0,0,1,1,82,146
192.168.100.118,88.208.76.68,58842,123,17,2018-09-14 18:46:58,8997.0,20006.668889629877,222.29632099588753,111.14816049794376,111.14816049794376,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,192.168.100.1,48739,53,17,2018-09-14 18:46:58,0.0,0,0,0,0,1,0,82,0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,82,82,82.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0,1,0,82,0
192.168.100.118,192.168.100.1,36784,53,17,2018-09-14 18:47:03,32731.000000000004,6690.904646970761,61.10415202713024,30.55207601356512,30.55207601356512,1,1,82,137,82.0,82.0,82.0,0.0,137.0,137.0,137.0,0.0,137,82,109.5,27.5,756.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,109.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,137.0,0,1,1,82,137
192.168.100.118,192.168.100.1,43350,53,17,2018-09-14 18:47:03,33234.0,6860.444123487994,60.17933441656135,30.089667208280677,30.089667208280677,1,1,82,146,82.0,82.0,82.0,0.0,146.0,146.0,146.0,0.0,146,82,114.0,32.0,1024.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,114.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,146.0,0,1,1,82,146
192.168.100.118,37.187.104.44,34121,123,17,2018-09-14 18:47:03,0.0,0,0,0,0,1,0,90,0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,90,90,90.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0,1,0,90,0
192.168.100.118,185.189.115.149,35156,123,17,2018-09-14 18:47:04,30468.0,5907.837731390311,65.64264145989235,32.82132072994617,32.82132072994617,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,80.211.195.36,60967,123,17,2018-09-14 18:47:04,5753.0,31288.02363984008,347.64470710933426,173.82235355466713,173.82235355466713,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,88.208.76.68,40150,123,17,2018-09-14 18:47:05,4995.0,36036.036036036036,400.4004004004004,200.2002002002002,200.2002002002002,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,185.189.115.149,47575,123,17,2018-09-14 18:47:06,28236.0,6374.840628984275,70.83156254426973,35.415781272134865,35.415781272134865,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,80.211.195.36,51078,123,17,2018-09-14 18:47:06,0.0,0,0,0,0,1,0,90,0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,90,90,90.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0,1,0,90,0
192.168.100.118,88.208.76.68,46414,123,17,2018-09-14 18:47:07,4747.0,37918.68548556983,421.31872761744256,210.65936380872128,210.65936380872128,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,185.189.115.149,58175,123,17,2018-09-14 18:47:08,27999.0,6428.801028608164,71.43112254009071,35.715561270045356,35.715561270045356,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,88.208.76.68,39611,123,17,2018-09-14 18:47:08,0.0,0,0,0,0,1,0,90,0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,90,90,90.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0,1,0,90,0
192.168.100.118,185.189.115.149,48302,123,17,2018-09-14 18:47:09,30217.0,5956.911672237482,66.18790746930536,33.09395373465268,33.09395373465268,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,185.189.115.149,53275,123,17,2018-09-14 18:47:11,28218.0,6378.90708058686,70.876745339854,35.438372669927,35.438372669927,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,185.189.115.149,39031,123,17,2018-09-14 18:47:12,27468.0,6553.07994757536,72.81199941750401,36.405999708752006,36.405999708752006,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,185.189.115.149,54730,123,17,2018-09-14 18:47:13,27748.0,6486.954014703762,72.07726683004181,36.038633415020904,36.038633415020904,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,185.189.115.149,46372,123,17,2018-09-14 18:47:15,28984.0,6210.322936792713,69.0035881865857,34.50179409329285,34.50179409329285,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
192.168.100.118,192.168.100.1,35167,53,17,2018-09-14 18:47:23,2743.0,85308.05687203791,729.1286912139992,364.5643456069996,364.5643456069996,1,1,88,146,88.0,88.0,88.0,0.0,146.0,146.0,146.0,0.0,146,88,117.0,29.0,841.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,117.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,146.0,0,1,1,88,146
192.168.100.118,192.168.100.1,51350,53,17,2018-09-14 18:47:23,2498.0,76861.48919135309,800.640512409928,400.320256204964,400.320256204964,1,1,88,104,88.0,88.0,88.0,0.0,104.0,104.0,104.0,0.0,104,88,96.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,96.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,104.0,0,1,1,88,104
192.168.100.118,162.13.31.14,59475,80,6,2018-09-14 18:47:23,345051.0,26651.132731103517,63.758690744266794,31.879345372133397,31.879345372133397,11,11,3428,5768,1291.0,66.0,311.6363636363636,463.8044793243402,1434.0,66.0,524.3636363636364,568.1240697925814,1434,66,418.0,529.3892707639625,280253.0,220,220,20,3,16431.0,114699.0,2.0,26822.63400474273,345051.0,114699.0,4.0,34505.1,37232.372012671985,318323.0,147658.0,4.0,31832.3,42075.8260716293,0,0,0,0,1,0,0,0,0,0,0,1.0,418.0,29200,6834,81985.0,25988.0,44543.8,20317.507508550352,114695.0,18523.0,41492.666666666664,33054.41361183438,0.0,0.0,0.0,0.0,0.0,0.0,311.6363636363636,524.3636363636364,0,11,11,3428,5768
192.168.100.118,192.168.100.1,60069,53,17,2018-09-14 18:47:24,3752.0,48507.46268656716,533.0490405117271,266.52452025586354,266.52452025586354,1,1,83,99,83.0,83.0,83.0,0.0,99.0,99.0,99.0,0.0,99,83,91.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,91.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,99.0,0,1,1,83,99
192.168.100.118,192.168.100.1,33302,53,17,2018-09-14 18:47:24,1746.0,100801.83276059564,1145.475372279496,572.737686139748,572.737686139748,1,1,88,88,88.0,88.0,88.0,0.0,88.0,88.0,88.0,0.0,88,88,88.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,88.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0,1,1,88,88
192.168.100.118,130.211.67.12,59073,80,6,2018-09-14 18:47:24,267348.0,6938.522076095576,44.88531801247812,22.44265900623906,22.44265900623906,6,6,1274,581,931.0,66.0,212.33333333333334,321.41181614177714,243.0,66.0,96.83333333333333,65.43295975440988,931,66,154.58333333333334,239.0158496604125,57128.576388888905,120,120,20,2,24304.363636363636,188145.0,2.0,52609.36934403281,250355.0,211638.0,2.0,50071.0,81213.1014750699,249360.0,188145.0,4.0,49872.0,69613.30711293638,0,0,0,0,1,0,0,0,0,0,0,1.0,154.58333333333334,29200,240,187405.0,17986.0,74876.0,79571.65798197246,164658.0,16253.0,48324.2,58212.48488563257,0.0,0.0,0.0,0.0,0.0,0.0,212.33333333333334,96.83333333333333,0,6,6,1274,581
192.168.100.118,192.168.100.1,54951,53,17,2018-09-14 18:47:24,497.99999999999994,385542.1686746988,4016.064257028113,2008.0321285140565,2008.0321285140565,1,1,88,104,88.0,88.0,88.0,0.0,104.0,104.0,104.0,0.0,104,88,96.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,96.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,104.0,0,1,1,88,104
192.168.100.118,162.13.31.14,59477,80,6,2018-09-14 18:47:24,161409.0,15996.629679881544,61.954413942221315,30.977206971110657,30.977206971110657,5,5,1484,1098,1212.0,66.0,296.8,457.6104893902674,826.0,66.0,219.6,303.2158307212867,1212,66,258.2,390.08147866823924,152163.56,100,100,20,1,17934.333333333332,74711.0,2.0,23943.808185926573,135922.0,108197.0,250.0,33980.5,44168.041650609775,134921.0,74711.0,4.0,33730.25,26801.172767017117,0,0,0,0,1,0,0,0,0,0,0,1.0,258.2,29200,5286,73971.0,26238.0,50104.5,23866.5,41231.0,24747.0,31424.0,6488.168270012731,0.0,0.0,0.0,0.0,0.0,0.0,296.8,219.6,0,5,5,1484,1098
