publicIP,FlowID,SrcIP,SrcPort,DstIP,DstPort,Protocol,Timestamp,FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMax,FwdPktLenMin,FwdPktLenMean,FwdPktLenStd,BwdPktLenMax,BwdPktLenMin,BwdPktLenMean,BwdPktLenStd,FlowByts/s,FlowPkts/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTot,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTot,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLen,BwdHeaderLen,FwdPkts/s,BwdPkts/s,PktLenMin,PktLenMax,PktLenMean,PktLenStd,PktLenVar,FINFlagCnt,SYNFlagCnt,RSTFlagCnt,PSHFlagCnt,ACKFlagCnt,URGFlagCnt,CWEFlagCount,ECEFlagCnt,Down/UpRatio,PktSizeAvg,FwdSegSizeAvg,BwdSegSizeAvg,FwdByts/bAvg,FwdPkts/bAvg,FwdBlkRateAvg,BwdByts/bAvg,BwdPkts/bAvg,BwdBlkRateAvg,SubflowFwdPkts,SubflowFwdByts,SubflowBwdPkts,SubflowBwdByts,InitFwdWinByts,InitBwdWinByts,FwdActDataPkts,FwdSegSizeMin,ActiveMean,FlowLabel,IPLabel,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,IPlabel
255.255.255.255,0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,2018-09-14 19:18:29,56144982.0,10,0,3560,0,356.0,356.0,356.0,0.0,0.0,0.0,0.0,0.0,63.40726941545729,0.1781103073467901,6238331.333333333,4232629.7464248445,16979399.0,2968461.0,56144982.0,6238331.333333333,4232629.7464248445,16979399.0,2968461.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.1781103073467901,0.0,356,356,356.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,356.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3560,0,0,0,0,10,8,7131663.0,0,1,6879275.0,14010938.0,252388.0,4688889.0,2612341.173434569,8530611.0,1523769.0,1
224.0.0.251,192.168.100.102-224.0.0.251-5353-5353-17,192.168.100.102,5353,224.0.0.251,5353,17,2018-09-14 18:43:46,7003500.0,4,0,988,0,247.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,141.07232098236597,0.5711429999286072,2334500.0,1246777.0471162838,3999468.0,999432.0,7003500.0,2334500.0,1246777.0471162838,3999468.0,999432.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,0.5711429999286072,0.0,247,247,247.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,988,0,0,0,0,4,8,0.0,1,1,0.0,0.0,0.0,1333156.0,467906.9021589658,1994868.0,999432.0,1
224.0.0.251,192.168.100.118-224.0.0.251-5353-5353-17,192.168.100.118,5353,224.0.0.251,5353,17,2018-09-14 18:46:54,2761934.0,6,0,2832,0,485.0,459.0,472.0,13.0,0.0,0.0,0.0,0.0,1025.3684555822117,2.1723907957250246,552386.8,365742.42965967185,1000438.0,250342.0,2761934.0,552386.8,365742.4296596718,1000438.0,250342.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,0,2.1723907957250246,0.0,459,485,472.0,13.0,169.0,1,0,0,0,0,0,0,0,0.0,472.0,472.0,0.0,1746.0,4.0,2293.370111319082,0.0,0.0,0.0,6,2832,0,0,0,0,6,8,0.0,0,1,0.0,0.0,0.0,333490.3333333333,303586.3704673771,739830.0,10266.0,1
224.0.0.251,192.168.100.102-224.0.0.251-5353-5353-17,192.168.100.102,5353,224.0.0.251,5353,17,2018-09-14 18:58:46,7005761.0,4,0,988,0,247.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,141.02679209296463,0.5709586724411524,2335253.6666666665,1247779.8904492552,4003471.0,1002928.0,7005761.0,2335253.6666666665,1247779.8904492552,4003471.0,1002928.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,0.5709586724411524,0.0,247,247,247.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,988,0,0,0,0,4,8,0.0,1,1,0.0,0.0,0.0,1334490.3333333333,473499.3221187216,2004109.0,996434.0,1
224.0.0.251,192.168.100.102-224.0.0.251-5353-5353-17,192.168.100.102,5353,224.0.0.251,5353,17,2018-09-14 19:01:11,32609730.999999996,2,0,898,0,449.0,449.0,449.0,0.0,0.0,0.0,0.0,0.0,27.537792323401874,0.0613313860209395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.0613313860209395,0.0,449,449,449.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,449.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,898,0,0,0,0,2,8,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224.0.0.251,192.168.100.119-224.0.0.251-5353-5353-17,192.168.100.119,5353,224.0.0.251,5353,17,2018-09-14 19:01:15,40021023.0,6,0,1186,0,262.0,115.0,197.66666666666663,48.3620604284897,0.0,0.0,0.0,0.0,29.634424887139943,0.1499212051625966,8004204.6,5354366.737856555,15403502.0,996433.0,40021023.0,8004204.6,5354366.737856554,15403502.0,996433.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,0,0.1499212051625966,0.0,115,262,197.66666666666663,48.3620604284897,2338.888888888889,0,0,0,0,0,0,0,0,0.0,197.66666666666663,197.66666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1186,0,0,0,0,6,8,0.0,0,1,0.0,0.0,0.0,3850875.5,2388430.2595401965,6433846.0,996433.0,1
224.0.0.251,192.168.100.119-224.0.0.251-5353-5353-17,192.168.100.119,5353,224.0.0.251,5353,17,2018-09-14 19:03:05,0.0,1,0,189,0,189.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0.0,0.0,189,189,189.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189,0,0,0,0,1,8,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224.0.0.251,192.168.100.118-224.0.0.251-5353-5353-17,192.168.100.118,5353,224.0.0.251,5353,17,2018-09-14 19:04:32,26774766.0,12,0,4977,0,463.0,378.0,414.75,36.44430682562093,0.0,0.0,0.0,0.0,185.88397747341656,0.4481831886037771,2434069.636363636,5934542.8916513445,21168964.0,250343.0,26774766.0,2434069.636363636,5934542.891651345,21168964.0,250342.99999999997,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,0.4481831886037771,0.0,378,463,414.75,36.44430682562093,1328.1875,1,0,0,0,0,0,0,0,0.0,414.75,414.75,0.0,1502.5,4.0,1889.245571746694,0.0,0.0,0.0,12,4977,0,0,0,0,12,8,10466042.5,0,1,10452546.5,20918589.0,13496.0,3133217.285714286,6961066.720146924,20168534.0,6762.0,1
224.0.0.251,192.168.100.119-224.0.0.251-5353-5353-17,192.168.100.119,5353,224.0.0.251,5353,17,2018-09-14 19:06:02,13036837.0,6,0,660,0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,50.62577678926261,0.4602343344478419,2607367.4,3367736.651050055,8949407.0,1499.0,13036837.0,2607367.4,3367736.651050055,8949407.0,1499.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,0,0.4602343344478419,0.0,110,110,110.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,110.0,110.0,0.0,272.0,4.0,278.91886127273136,0.0,0.0,0.0,6,660,0,0,0,0,6,8,0.0,1,1,0.0,0.0,0.0,2477028.0,2241819.9429662055,5837171.0,13491.0,1
224.0.0.251,192.168.100.102-224.0.0.251-5353-5353-17,192.168.100.102,5353,224.0.0.251,5353,17,2018-09-14 19:06:28,0.0,1,0,324,0,324.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0.0,0.0,324,324,324.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,324,0,0,0,0,1,8,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224.0.0.251,192.168.100.119-224.0.0.251-5353-5353-17,192.168.100.119,5353,224.0.0.251,5353,17,2018-09-14 19:07:08,0.0,1,0,189,0,189.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0.0,0.0,189,189,189.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189,0,0,0,0,1,8,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224.0.0.251,192.168.100.119-224.0.0.251-5353-5353-17,192.168.100.119,5353,224.0.0.251,5353,17,2018-09-14 19:12:03,40075449.0,5,0,1049,0,218.0,177.0,209.8,16.4,0.0,0.0,0.0,0.0,26.17562687819168,0.1247646657683111,10018862.25,10247791.281124128,27034108.0,989685.0,40075449.0,10018862.25,10247791.281124128,27034108.0,989685.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.1247646657683111,0.0,177,218,209.8,16.4,268.96,0,0,0,0,0,0,0,0,0.0,209.8,209.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1049,0,0,0,0,5,8,0.0,1,1,0.0,0.0,0.0,6758527.0,6780814.961202562,18081197.0,989685.0,1
224.0.0.251,192.168.100.102-224.0.0.251-5353-5353-17,192.168.100.102,5353,224.0.0.251,5353,17,2018-09-14 19:13:52,7004012.0,4,0,988,0,247.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,141.0620084602939,0.5711012488271008,2334670.6666666665,1249468.8399223443,4004718.0,999682.0,7004012.0,2334670.6666666665,1249468.8399223443,4004718.000000001,999682.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,0.5711012488271008,0.0,247,247,247.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,988,0,0,0,0,4,8,0.0,1,1,0.0,0.0,0.0,1334906.0,473902.9755663776,2005106.0,999682.0,1
224.0.0.251,192.168.100.119-224.0.0.251-5353-5353-17,192.168.100.119,5353,224.0.0.251,5353,17,2018-09-14 19:14:05,0.0,1,0,189,0,189.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0.0,0.0,189,189,189.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189,0,0,0,0,1,8,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224.0.0.251,192.168.100.119-224.0.0.251-5353-5353-17,192.168.100.119,5353,224.0.0.251,5353,17,2018-09-14 19:18:08,0.0,1,0,189,0,189.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0.0,0.0,189,189,189.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189,0,0,0,0,1,8,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.118,192.168.100.1-192.168.100.118-67-68-17,192.168.100.1,67,192.168.100.118,68,17,2018-09-14 18:46:52,2231.0,2,0,684,0,342.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,306588.9735544599,896.4589870013448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,896.4589870013448,0.0,342,342,342.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,684,0,0,0,0,2,8,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53592-80-6,192.168.100.119,53592,192.168.100.118,80,6,2018-09-14 19:03:03,3291138.0,7,0,546,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,165.900062531562,2.1269238786097695,548523.0,278550.14909348014,1163603.0,392531.0,3291138.0,548523.0,278550.14909348014,1163603.0,392531.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140,0,2.1269238786097695,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,546,0,0,65535,0,0,20,0.0,1,1,0.0,0.0,0.0,430256.3333333333,520572.7461519881,1163603.0,7494.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53595-80-6,192.168.100.119,53595,192.168.100.118,80,6,2018-09-14 19:03:08,3284631.0,7,0,546,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,166.2287179290459,2.1311374093467426,547438.5,271790.1848330497,1144840.0,394767.0,3284631.0,547438.5,271790.1848330497,1144840.0,394767.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140,0,2.1311374093467426,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,546,0,0,65535,0,0,20,379404.5,1,1,365403.5,744808.0,14001.0,431921.3333333333,507045.11833256896,1144840.0,8736.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53596-80-6,192.168.100.119,53596,192.168.100.118,80,6,2018-09-14 19:03:12,3271383.0,8,0,624,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,190.74501518165252,2.445448912585289,467340.4285714286,309534.29992206825,1125116.0,498.0,3271383.0,467340.4285714286,309534.29992206825,1125116.0,497.99999999999994,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,2.445448912585289,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,624,0,0,65535,0,0,20,568045.0,1,1,157044.0,725089.0,411001.0,416508.5,433081.3487905592,1125116.0,11472.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53597-80-6,192.168.100.119,53597,192.168.100.118,80,6,2018-09-14 19:03:15,1950397.0,4,0,312,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,159.96743227148116,2.0508645163010404,650132.3333333334,357345.1256813533,1155356.0,387269.0,1950397.0,650132.3333333334,357345.1256813534,1155356.0,387269.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,2.0508645163010404,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,312,0,0,65535,0,0,20,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53598-80-6,192.168.100.119,53598,192.168.100.118,80,6,2018-09-14 19:03:16,3286642.0,7,0,546,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,166.1270074440721,2.129833428770155,547773.6666666666,275123.31890182546,1143361.0,317836.0,3286642.0,547773.6666666666,275123.31890182546,1143361.0,317836.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140,0,2.129833428770155,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,546,0,0,65535,0,0,20,414136.5,0,1,411388.5,825525.0,2748.0,456908.0,485850.89392185607,1143361.0,87926.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53737-80-6,192.168.100.119,53737,192.168.100.118,80,6,2018-09-14 19:03:18,1880944.0,4,0,312,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,165.87415680636957,2.126591753927815,626981.3333333334,319546.64930317906,1078884.0,399276.0,1880944.0,626981.3333333334,319546.649303179,1078884.0,399276.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,2.126591753927815,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,312,0,0,65535,0,0,20,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53861-80-6,192.168.100.119,53861,192.168.100.118,80,6,2018-09-14 19:03:20,3303886.0,7,0,546,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,165.2599393562611,2.1187171712341164,550647.6666666666,271330.09066612733,1147607.0,392275.0,3303886.0,550647.6666666666,271330.09066612733,1147607.0,392275.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140,0,2.1187171712341164,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,546,0,0,65535,0,0,20,0.0,0,1,0.0,0.0,0.0,322885.25,478465.3347544496,1147607.0,8990.0,1
192.168.100.118,192.168.100.119-192.168.100.118-53862-80-6,192.168.100.119,53862,192.168.100.118,80,6,2018-09-14 19:03:25,3298376.0,8,0,624,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,189.1840105554976,2.4254360327627897,471196.5714285714,319733.9977078523,1157343.0,484.0,3298376.0,471196.5714285714,319733.9977078523,1157343.0,484.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,2.4254360327627897,0.0,78,78,78.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,624,0,0,65535,0,0,20,585557.5,1,1,173269.5,758827.0,412288.0,340662.6,429947.07431896776,1157343.0,14256.0,1
